date,spot chart,spot %age,lumpSum,%age Lumpsum,1% Dip,amount for 1% dip,%age 1% Dip,2% Dip,amount for 2% dip,%age 2% dip,2k for -2% & 1k for -1%,amount -2% || -1% dip,%age for -2% and -1% dip,when to invest 2k,2k sip,amount for 2k sip,%age for sip
11/16/2021,17999.2,-0.609,1477.46,47.75%,101772.2,65000,56.57%,98177.95092,55000,78.51%,150122.4446,92000,63.18%,FALSE,65504.56577,46000,42.40%
11/17/2021,17898.65,-0.559,1469.21,46.92%,101203.7,65000,55.70%,97629.4936,55000,77.51%,149283.8066,92000,62.27%,FALSE,65138.39525,46000,41.61%
11/18/2021,17764.8,-0.748,1458.22,45.82%,100446.8,65000,54.53%,96899.399,55000,76.18%,148167.4298,92000,61.05%,FALSE,64651.16005,46000,40.55%
11/22/2021,17416.55,-1.96,1429.64,42.96%,99477.7,66000,50.72%,94999.84394,55000,72.73%,146262.8484,93000,57.27%,FALSE,63383.99732,46000,37.79%
11/23/2021,17503.35,0.498,1436.76,43.68%,99973.5,66000,51.48%,95473.30088,55000,73.59%,146991.7882,93000,58.06%,FALSE,63699.64962,46000,38.48%
11/24/2021,17415.05,-0.504,1429.51,42.95%,99469.2,66000,50.71%,94991.66209,55000,72.71%,146250.2516,93000,57.26%,FALSE,63378.60339,46000,37.78%
11/25/2021,17536.25,0.696,1439.46,43.95%,100161.4,66000,51.76%,95652.75634,55000,73.91%,147268.0798,93000,58.35%,FALSE,63819.71847,46000,38.74%
11/26/2021,17026.45,-2.907,1397.62,39.76%,98249.6,67000,46.64%,94872.015,57000,66.44%,144986.8186,95000,52.62%,FALSE,61964.47925,46000,34.71%
11/29/2021,17053.95,0.162,1399.87,39.99%,98408.3,67000,46.88%,95025.24603,57000,66.71%,145220.9918,95000,52.86%,FALSE,62064.86171,46000,34.92%
11/30/2021,16983.2,-0.415,1394.07,39.41%,98000,67000,46.27%,94631.02439,57000,66.02%,144618.5281,95000,52.23%,FALSE,61807.29253,46000,34.36%
12/1/2021,17166.9,1.082,1409.14,40.91%,99060.1,67000,47.85%,95654.60765,57000,67.82%,146182.8048,95000,53.88%,TRUE,64476.04744,48000,34.33%
12/2/2021,17401.65,1.367,1428.41,42.84%,100414.7,67000,49.87%,96962.64341,57000,70.11%,148181.792,95000,55.98%,FALSE,65357.43501,48000,36.16%
12/3/2021,17196.7,-1.178,1411.59,41.16%,100232,68000,47.40%,95820.65436,57000,68.11%,147436.5633,96000,53.58%,FALSE,64587.52442,48000,34.56%
12/6/2021,16912.25,-1.654,1388.24,38.82%,99574.1,69000,44.31%,94235.68834,57000,65.33%,145997.8204,97000,50.51%,FALSE,63519.24677,48000,32.33%
12/7/2021,17176.7,1.564,1409.95,41.00%,101131.1,69000,46.57%,95709.21361,57000,67.91%,148280.7292,97000,52.87%,FALSE,64512.68779,48000,34.40%
12/8/2021,17469.75,1.706,1434,43.40%,102856.5,69000,49.07%,97342.09915,57000,70.78%,150810.5322,97000,55.47%,FALSE,65613.27424,48000,36.69%
12/9/2021,17516.85,0.27,1437.87,43.79%,103133.8,69000,49.47%,97604.54211,57000,71.24%,151217.1308,97000,55.89%,FALSE,65790.43008,48000,37.06%
12/10/2021,17511.3,-0.032,1437.41,43.74%,103101.1,69000,49.42%,97573.6173,57000,71.18%,151169.2195,97000,55.84%,FALSE,65769.37714,48000,37.02%
12/13/2021,17368.25,-0.817,1425.67,42.57%,102258.9,69000,48.20%,96776.53736,57000,69.78%,149934.3165,97000,54.57%,FALSE,65232.04133,48000,35.90%
12/14/2021,17324.9,-0.25,1422.11,42.21%,102003.7,69000,47.83%,96534.98955,57000,69.36%,149560.0904,97000,54.19%,FALSE,65068.96123,48000,35.56%
12/15/2021,17221.4,-0.597,1413.62,41.36%,101394.3,69000,46.95%,95958.28368,57000,68.35%,148666.6094,97000,53.26%,FALSE,64680.49953,48000,34.75%
12/16/2021,17248.4,0.157,1415.83,41.58%,101553.2,69000,47.18%,96108.72869,57000,68.61%,148899.6914,97000,53.50%,FALSE,64782.04791,48000,34.96%
12/17/2021,16985.2,-1.526,1394.23,39.42%,101003.6,70000,44.29%,94642.16847,57000,66.04%,147627.5735,98000,50.64%,FALSE,63793.47386,48000,32.90%
12/20/2021,16614.2,-2.184,1363.78,36.38%,99797.4,71000,40.56%,94574.94262,59000,60.30%,146403.0115,100000,46.40%,FALSE,62400.22439,48000,30.00%
12/21/2021,16770.85,0.943,1376.63,37.66%,100738.4,71000,41.89%,95466.65963,59000,61.81%,147783.3989,100000,47.78%,FALSE,62988.65851,48000,31.23%
12/22/2021,16955.45,1.101,1391.79,39.18%,101847.2,71000,43.45%,96517.47967,59000,63.59%,149410.0794,100000,49.41%,FALSE,63682.16364,48000,32.67%
12/23/2021,17072.6,0.691,1401.4,40.14%,102550.9,71000,44.44%,97184.34624,59000,64.72%,150442.3959,100000,50.44%,FALSE,64122.20739,48000,33.59%
12/24/2021,17003.75,-0.403,1395.75,39.58%,102137.4,71000,43.86%,96792.42338,59000,64.05%,149835.6952,100000,49.84%,FALSE,63863.79489,48000,33.05%
12/27/2021,17086.25,0.485,1402.52,40.25%,102632.9,71000,44.55%,97262.04772,59000,64.85%,150562.6786,100000,50.56%,FALSE,64173.5343,48000,33.69%
12/28/2021,17233.25,0.86,1414.59,41.46%,103515.9,71000,45.80%,98098.83292,59000,66.27%,151858.031,100000,51.86%,FALSE,64725.4267,48000,34.84%
12/29/2021,17213.6,-0.114,1412.98,41.30%,103397.9,71000,45.63%,97986.97694,59000,66.08%,151684.8767,100000,51.68%,FALSE,64651.63971,48000,34.69%
12/30/2021,17203.95,-0.056,1412.19,41.22%,103339.9,71000,45.55%,97932.04512,59000,65.99%,151599.8417,100000,51.60%,FALSE,64615.43479,48000,34.62%
12/31/2021,17354.05,0.872,1424.51,42.45%,104241.5,71000,46.82%,98786.4768,59000,67.43%,152922.511,100000,52.92%,FALSE,65178.88138,48000,35.79%
PERCENTAGE GAIN,42.45064642,,42.5,,46.8,,,67.4,,,52.9,,,,35.78933621,,
